V1.ime	V2.priimek	V3.AvtID	V4.OpisVloga	V5.kjluc	V6.organiz	V7.COBISS	V8	V9.STATUS1	V10.STATUS2	V11.POD	V12.DIS	V13.VED	V14.leto	V15.tip	V16.vloga	V17.stAvt	V18.samo	V19.vdisc	V20.medDisc	V21.izven	V22.tipTock	V23.tocke	vrstniRed	V25.starost	V26.Dr	V27.spol	V28	V29.excellent	V30.ResGroup
Dušan	Repovš	7083	avtor	07083/41634048	4-016 & 3-117	41634048	main	ACT	RSR	2	1	1	1993	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337012	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/41633536	4-016 & 3-117	41633536	main	ACT	RSR	2	1	1	1993	1.03	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1NK (S)	1.67	1337014	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/41632768	4-016 & 3-117	41632768	main	ACT	RSR	2	1	1	1993	1.03	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1NK (S)	1.67	1337017	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/41627392	3-117 & 4-016	41627392	main	ACT	RSR	2	1	1	1993	1.03	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1NK (S)	1.67	1337020	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/41597952	4-016 & 3-117	41597952	main	ACT	RSR	2	1	1	1994	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337024	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/49162496	4-016	49162496	main	ACT	RSR	2	1	1	1995	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337026	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/49165312	3-117 & 4-016	49165312	main	ACT	RSR	2	1	1	1995	1.03	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1NK (S)	1.67	1337027	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/49165824	3-117 & 4-016	49165824	main	ACT	RSR	2	1	1	1995	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337030	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/51276544	4-016	51276544	main	ACT	RSR	2	1	1	1995	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337033	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/3915353	4-016	3915353	main	ACT	RSR	2	1	1	1995	1.03	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1NK (S)	1.67	1337036	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61771776	4-016 & 3-117	61771776	main	ACT	RSR	2	1	1	1995	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337037	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61775360	4-016 & 3-117	61775360	main	ACT	RSR	2	1	1	1995	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337039	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61776128	4-016 & 3-117	61776128	main	ACT	RSR	2	1	1	1995	1.03	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1NK (S)	1.67	1337041	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61776384	4-016 & 3-117	61776384	main	ACT	RSR	2	1	1	1995	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337044	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61776640	4-016 & 3-117	61776640	main	ACT	RSR	2	1	1	1995	1.03	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1NK (S)	1.67	1337046	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61792000	3-117 & 4-016	61792000	main	ACT	RSR	2	1	1	1996	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337049	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61798656	4-016	61798656	main	ACT	RSR	2	1	1	1996	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337051	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61800448	4-016 & 3-117	61800448	main	ACT	RSR	2	1	1	1996	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337054	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61801216	4-016	61801216	main	ACT	RSR	2	1	1	1996	1.03	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1NK (S)	1.67	1337057	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61802496	4-016 & 3-117	61802496	main	ACT	RSR	2	1	1	1996	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337059	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61803008	4-016	61803008	main	ACT	RSR	2	1	1	1996	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337061	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61803520	4-016 & 3-117	61803520	main	ACT	RSR	2	1	1	1996	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337062	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61805056	4-016 & 3-117	61805056	main	ACT	RSR	2	1	1	1996	1.03	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1NK (S)	1.67	1337066	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61809408	3-117 & 4-016	61809408	main	ACT	RSR	2	1	1	1996	1.03	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1NK (S)	1.67	1337068	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/61830400	4-016 & 3-117	61830400	main	ACT	RSR	2	1	1	1996	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337071	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/6756441	4-016 & 3-117	6756441	main	ACT	RSR	2	1	1	1996	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337072	1972	1	M	S	NA	404
Sergej Mihajlovič	Ageev	15530	avtor	15530/61831424	NA	61831424	main	NAC	RSR	2	1	1	1996	1.03	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1NK (S)	1.67	1337074	1996	0	M	S	NA	NA
Dušan	Repovš	7083	avtor	07083/61831424	4-016 & 3-117	61831424	main	ACT	RSR	2	1	1	1996	1.03	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1NK (S)	1.67	1337075	1972	1	M	S	NA	404
Sergej Mihajlovič	Ageev	15530	avtor	15530/7102809	NA	7102809	main	NAC	RSR	2	1	1	1997	1.03	R.1	2	0	0.5	0.0	0.0	1NK (S)	2.5	1337077	1996	0	M	S	NA	NA
Dušan	Repovš	7083	avtor	07083/7102809	3-117 & 4-016	7102809	main	ACT	RSR	2	1	1	1997	1.03	R.1	2	0	0.5	0.0	0.0	1NK (S)	2.5	1337078	1972	1	M	S	NA	404
Sergej Mihajlovič	Ageev	15530	avtor	15530/7103321	NA	7103321	main	NAC	RSR	2	1	1	1997	1.03	R.1	2	0	0.5	0.0	0.0	1NK (S)	2.5	1337079	1996	0	M	S	NA	NA
Dušan	Repovš	7083	avtor	07083/7103321	3-117 & 4-016	7103321	main	ACT	RSR	2	1	1	1997	1.03	R.1	2	0	0.5	0.0	0.0	1NK (S)	2.5	1337080	1972	1	M	S	NA	404
Sergej Mihajlovič	Ageev	15530	avtor	15530/7316569	NA	7316569	main	NAC	RSR	2	1	1	1997	1.03	R.1	4	0	0.125	0.125	0.125	1NK (S)	1.25	1337081	1996	0	M	S	NA	NA
Dušan	Repovš	7083	avtor	07083/7316569	4-016 & 3-117	7316569	main	ACT	RSR	2	1	1	1997	1.03	R.1	4	0	0.125	0.125	0.125	1NK (S)	1.25	1337083	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/7317081	4-016 & 3-117	7317081	main	ACT	RSR	2	1	1	1997	1.03	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1NK (S)	1.67	1337086	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/7316825	4-016 & 3-117	7316825	main	ACT	RSR	2	1	1	1997	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337089	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/7317337	4-016 & 3-117	7317337	main	ACT	RSR	2	1	1	1997	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337091	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/7317593	4-016 & 3-117	7317593	main	ACT	RSR	2	1	1	1997	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337093	1972	1	M	S	NA	404
Sergej Mihajlovič	Ageev	15530	avtor	15530/7319897	NA	7319897	main	NAC	RSR	2	1	1	1997	1.03	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1NK (S)	1.67	1337094	1996	0	M	S	NA	NA
Dušan	Repovš	7083	avtor	07083/7319897	4-016 & 3-117	7319897	main	ACT	RSR	2	1	1	1997	1.03	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1NK (S)	1.67	1337095	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/7320921	3-117 & 4-016	7320921	main	ACT	RSR	2	1	1	1997	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337097	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/7460953	3-117 & 4-016	7460953	main	ACT	RSR	2	1	1	1997	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337100	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/7536729	4-016 & 3-117	7536729	main	ACT	RSR	2	1	1	1997	1.03	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1NK (S)	1.67	1337102	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/7692889	3-117 & 4-016	7692889	main	ACT	RSR	2	1	1	1997	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337104	1972	1	M	S	NA	404
Jurij Vladimirovič	Muranov	15532	avtor	15532/7693145	NA	7693145	main	NAC	RSR	2	1	1	1997	1.03	R.1	2	0	0.5	0.0	0.0	1NK (S)	2.5	1337106	1988	0	M	S	NA	NA
Dušan	Repovš	7083	avtor	07083/7693145	4-016 & 3-117	7693145	main	ACT	RSR	2	1	1	1997	1.03	R.1	2	0	0.5	0.0	0.0	1NK (S)	2.5	1337107	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/8185177	4-016 & 3-117	8185177	main	ACT	RSR	2	1	1	1998	1.03	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	1337109	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/14209625	4-016 & 3-117	14209625	main	ACT	RSR	2	1	1	2006	1.03	R.1	2	0	0.25	0.25	0.25	1A4 (Z1)	11.67	1337111	1972	1	M	Z1	NA	404
Dušan	Repovš	7083	avtor	07083/14105945	4-016 & 3-117	14105945	main	ACT	RSR	2	1	1	2006	1.03	R.1	2	0	0.25	0.25	0.25	1C (Z2)	12.0	1337113	1972	1	M	Z2	NA	404
Dušan	Repovš	7083	avtor	07083/8642393	3-117 & 4-016	8642393	main	ACT	RSR	2	1	1	1999	1.06	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	1337181	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/10146393	3-117 & 4-016	10146393	main	ACT	RSR	2	1	1	2000	1.06	R.1	2	0	0.25	0.25	0.25	4NK (S); zbornik nerecenziranih prispevkov	2.5	1337184	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/10002521	3-117 & 4-016	10002521	main	ACT	RSR	2	1	1	2000	1.06	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	4NK (S); zbornik nerecenziranih prispevkov	1.67	1337185	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/12584537	3-117 & 4-016	12584537	main	ACT	RSR	2	1	1	2003	1.06	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	1337189	1972	1	M	S	NA	404
Friedrich	Hegenbarth	28253	avtor	28253/13950553	NA	13950553	main	ACT	RSR	2	1	1	2006	1.06	R.1	2	0	0.5	0.0	0.0	4C (Z2)	12.5	1337192	1995	1	M	Z2	NA	NA
Dušan	Repovš	7083	avtor	07083/13950553	3-117 & 4-016	13950553	main	ACT	RSR	2	1	1	2006	1.06	R.1	2	0	0.5	0.0	0.0	4C (Z2)	12.5	1337193	1972	1	M	Z2	NA	404
Friedrich	Hegenbarth	28253	avtor	28253/14299225	NA	14299225	main	ACT	RSR	2	1	1	2006	1.06	R.1	2	0	0.5	0.0	0.0	4C (Z2)	12.5	1337194	1995	1	M	Z2	NA	NA
Dušan	Repovš	7083	avtor	07083/14299225	3-117 & 4-016	14299225	main	ACT	RSR	2	1	1	2006	1.06	R.1	2	0	0.5	0.0	0.0	4C (Z2)	12.5	1337195	1972	1	M	Z2	NA	404
Dušan	Repovš	7083	avtor	07083/14991449	3-111.02 & 4-016	14991449	main	ACT	RSR	2	1	1	2008	1.06	R.1	2	0	0.25	0.25	0.25	4C (Z2)	12.5	1337198	1972	1	M	Z2	NA	404
Dušan	Repovš	7083	avtor	07083/4844633	4-016	4844633	main	ACT	RSR	2	1	1	1986	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	1337203	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/5114969	4-016	5114969	main	ACT	RSR	2	1	1	1991	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	1337207	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/5601369	4-016	5601369	main	ACT	RSR	2	1	1	1992	1.08	R.1	2	0	0.25	0.25	0.25	4NK (S); zbornik nerecenziranih prispevkov	2.5	1337210	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/8408921	3-117 & 4-016	8408921	main	ACT	RSR	2	1	1	1998	1.08	R.1	2	0	0.25	0.25	0.25	4NK (S); zbornik nerecenziranih prispevkov	2.5	1337212	1972	1	M	S	NA	404
Friedrich	Hegenbarth	28253	avtor	28253/12758617	NA	12758617	main	ACT	RSR	2	1	1	2003	1.08	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	4C (Z2)	8.33	1337217	1995	1	M	Z2	NA	NA
Dušan	Repovš	7083	avtor	07083/12758617	3-117 & 4-016	12758617	main	ACT	RSR	2	1	1	2003	1.08	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	4C (Z2)	8.33	1337218	1972	1	M	Z2	NA	404
Dušan	Repovš	7083	avtor	07083/13813593	3-117 & 4-016	13813593	main	ACT	RSR	2	1	1	2005	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	4C (Z2)	8.33	1337222	1972	1	M	Z2	NA	404
Friedrich	Hegenbarth	28253	avtor	28253/13813849	NA	13813849	main	ACT	RSR	2	1	1	2005	1.08	R.1	2	0	0.5	0.0	0.0	4C (Z2)	12.5	1337224	1995	1	M	Z2	NA	NA
Dušan	Repovš	7083	avtor	07083/13813849	3-117 & 4-016	13813849	main	ACT	RSR	2	1	1	2005	1.08	R.1	2	0	0.5	0.0	0.0	4C (Z2)	12.5	1337225	1972	1	M	Z2	NA	404
Dušan	Repovš	7083	avtor	07083/14354521	3-117 & 4-016	14354521	main	ACT	RSR	2	1	1	2007	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	4C (Z2)	4.17	1337227	1972	1	M	Z2	NA	404
Friedrich	Hegenbarth	28253	avtor	28253/14354777	NA	14354777	main	ACT	RSR	2	1	1	2007	1.08	R.1	2	0	0.5	0.0	0.0	4C (Z2)	6.25	1337229	1995	1	M	Z2	NA	NA
Dušan	Repovš	7083	avtor	07083/14354777	3-117 & 4-016	14354777	main	ACT	RSR	2	1	1	2007	1.08	R.1	2	0	0.5	0.0	0.0	4C (Z2)	6.25	1337230	1972	1	M	Z2	NA	404
Dušan	Repovš	7083	avtor	07083/5247321	4-016	5247321	main	ACT	RSR	2	1	1	1989	1.16	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	3NK (S)	1.67	1337340	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/5534041	4-016	5534041	main	ACT	RSR	2	1	1	1992	1.16	R.1	1	1	0.0	0.0	0.0	3NK (S)	5.0	1337344	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/5945433	4-016	5945433	main	ACT	RSR	2	1	1	1995	1.16	R.1	2	0	0.25	0.25	0.25	3NK (S)	2.5	1337346	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/8278617	3-117 & 4-016	8278617	main	ACT	RSR	2	1	1	1998	1.16	R.1	2	0	0.25	0.25	0.25	3NK (S)	2.5	1337349	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/8362841	4-016 & 3-117	8362841	main	ACT	RSR	2	1	1	1998	1.16	R.1	2	0	0.25	0.25	0.25	3NK (S)	2.5	1337355	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/8872025	4-016 & 3-117	8872025	main	ACT	RSR	2	1	1	1999	1.16	R.1	2	0	0.25	0.25	0.25	3NK (S)	2.5	1337357	1972	1	M	S	NA	404
Dušan	Repovš	7083	avtor	07083/12003161	3-117 & 4-016	12003161	main	ACT	RSR	2	1	1	2002	1.16	R.1	2	0	0.25	0.25	0.25	3B (Z1)	15.0	1337360	1972	1	M	Z1	NA	404
Dušan	Repovš	7083	avtor	07083/14278233	3-117 & 4-016	14278233	main	ACT	RSR	2	1	1	2007	1.16	R.1	2	0	0.25	0.25	0.25	3B (Z1)	15.0	1337365	1972	1	M	Z1	NA	404
Dušan	Repovš	7083	avtor	07083/8289369	3-117 & 4-016	8289369	main	ACT	RSR	2	1	1	1998	2.01	R.1	2	0	0.25	0.25	0.25	2A (Z1, A'', A')	80.0	1337722	1972	1	M	Z1	1	404
Anamarija	Borštnik	15839	avtor	15839/12583719	3-111.01	12583719	main	ACT	RSR	6	1	1	1997	1.01	R.1	2	0	0.25	0.25	0.0	1A1 (Z1, A'', A')	85.0	1341099	1995	1	F	Z1	1	NA
Anamarija	Borštnik	15839	avtor	15839/432228	3-111.01	432228	main	ACT	RSR	6	1	1	1997	1.01	R.1	5	0	0.04	0.16	0.12	1A1 (Z1, A'', A')	34.0	1341111	1995	1	F	Z1	1	NA
Anamarija	Borštnik	15839	avtor	15839/1085796	3-111.01	1085796	main	ACT	RSR	6	1	1	1999	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	1A1 (Z1, A'', A')	56.67	1341164	1995	1	F	Z1	1	NA
Anamarija	Borštnik	15839	avtor	15839/1145956	3-111.01	1145956	main	ACT	RSR	6	1	1	2000	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	1A1 (Z1, A'', A')	51.74	1341181	1995	1	F	Z1	1	NA
Anamarija	Borštnik	15839	avtor	15839/1339748	3-111.01	1339748	main	ACT	RSR	6	1	1	2001	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.0	1A1 (Z1, A'', A')	54.28	1341196	1995	1	F	Z1	1	NA
Anamarija	Borštnik	15839	avtor	15839/1677156	NA	1677156	main	ACT	RSR	6	1	1	2003	1.01	R.1	4	0	0.0625	0.1875	0.0	1A1 (Z1, A'', A')	42.5	1341250	1995	1	F	Z1	1	NA
Anamarija	Borštnik	15839	avtor	15839/553316	3-111.01	553316	main	ACT	RSR	6	1	1	1997	1.06	R.1	5	0	0.04	0.16	0.04	4NK (S); zbornik nerecenziranih prispevkov	1.0	1341548	1995	1	F	S	NA	NA
Anamarija	Borštnik	15839	avtor	15839/1079140	3-111.01	1079140	main	ACT	RSR	6	1	1	1999	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	4NK (S); zbornik nerecenziranih prispevkov	1.67	1341704	1995	1	F	S	NA	NA
Anamarija	Borštnik	15839	avtor	15839/1194596	3-111.01	1194596	main	ACT	RSR	6	1	1	2000	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	4NK (S); zbornik nerecenziranih prispevkov	1.67	1341710	1995	1	F	S	NA	NA
Anamarija	Borštnik	15839	avtor	15839/1404772	NA	1404772	main	ACT	RSR	6	1	1	2001	1.16	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	3B (Z1)	10.0	1342471	1995	1	F	Z1	NA	NA
Bojan	Orel	9634	avtor	09634/3749658	3-107	3749658	main	ACT	RSR	3	1	1	2007	1.01	R.1	7	0	0.0204081632653061	0.122448979591837	0.102040816326531	1A1 (Z1, A')	16.67	1357715	1975	1	M	Z1	1	687
Tatjana	Urh	21120	avtor	21120/512001136	NA	512001136	main	ACT	RSR	1	1	1	1998	1.08	R.1	6	0	0.0277777777777778	0.138888888888889	0.0	4C (Z2)	4.17	1371845	1998	0	F	Z2	NA	71
Tatjana	Urh	21120	avtor	21120/1780052	NA	1780052	main	ACT	RSR	1	1	1	1998	1.08	R.1	7	0	0.0204081632653061	0.122448979591837	0.0	4C (Z2)	3.57	1371852	1998	0	F	Z2	NA	71
Dušan	Hvalica	7565	avtor	07565/1239506	3-125	1239506	main	ACT	RSR	3	1	1	1986	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	40.0	1389429	1980	1	M	Z1	NA	388
Dušan	Hvalica	7565	avtor	07565/263122	3-125	263122	main	ACT	RSR	3	1	1	1996	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	89.42	1389430	1980	1	M	Z1	NA	388
Dušan	Hvalica	7565	avtor	07565/428754	3-125	428754	main	ACT	RSR	3	1	1	1997	1.01	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	1389431	1980	1	M	Z2	NA	388
Dušan	Hvalica	7565	avtor	07565/1530834	3-125	1530834	main	ACT	RSR	3	1	1	2001	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	59.02	1389432	1980	1	M	Z1	NA	388
Dušan	Hvalica	7565	avtor	07565/19258342	3-125	19258342	main	ACT	RSR	3	1	1	2009	1.01	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	1389433	1980	1	M	Z2	NA	388
Dušan	Hvalica	7565	avtor	07565/1244114	NA	1244114	main	ACT	RSR	3	1	1	1995	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	1389434	1980	1	M	S	NA	388
Dušan	Hvalica	7565	avtor	07565/261330	NA	261330	main	ACT	RSR	3	1	1	1996	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	1389437	1980	1	M	S	NA	388
Dušan	Hvalica	7565	avtor	07565/255698	3-125	255698	main	ACT	RSR	3	1	1	1997	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	1389441	1980	1	M	S	NA	388
Dušan	Hvalica	7565	avtor	07565/1244370	NA	1244370	main	ACT	RSR	3	1	1	1999	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	1389445	1980	1	M	S	NA	388
Dušan	Hvalica	7565	avtor	07565/1583058	3-125	1583058	main	ACT	RSR	3	1	1	2001	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	1389449	1980	1	M	Z2	NA	388
Dušan	Hvalica	7565	avtor	07565/2132690	3-125	2132690	main	ACT	RSR	3	1	1	2003	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	1389453	1980	1	M	Z2	NA	388
Dušan	Hvalica	7565	avtor	07565/2155474	3-125	2155474	main	ACT	RSR	3	1	1	2003	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	1389457	1980	1	M	Z2	NA	388
Dušan	Hvalica	7565	avtor	07565/15774182	3-125	15774182	main	ACT	RSR	3	1	1	2005	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	1389466	1980	1	M	Z2	NA	388
Dušan	Hvalica	7565	avtor	07565/17337574	3-125	17337574	main	ACT	RSR	3	1	1	2007	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	1389469	1980	1	M	Z2	NA	388
Dušan	Hvalica	7565	avtor	07565/17337830	3-125	17337830	main	ACT	RSR	3	1	1	2007	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	1389472	1980	1	M	Z2	NA	388
Dušan	Hvalica	7565	avtor	07565/19258598	3-125	19258598	main	ACT	RSR	3	1	1	2009	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	1389475	1980	1	M	Z2	NA	388
Dušan	Hvalica	7565	avtor	07565/19258854	3-125	19258854	main	ACT	RSR	3	1	1	2009	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	1389480	1980	1	M	Z2	NA	388
Rok	Strašek	17808	avtor	17808/12120854	3-203	12120854	main	ACT	RSR	1	1	1	2008	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4C (Z2)	8.33	1393234	1992	1	M	Z2	NA	1523
Tatjana	Petek	7680	avtor	07680/3126550	3-202	3126550	main	ACT	RSR	1	1	1	1997	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	40.0	1405689	1987	1	F	Z1	NA	547
Tatjana	Petek	7680	avtor	07680/4317462	3-206	4317462	main	ACT	RSR	1	1	1	1999	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	69.79	1405690	1987	1	F	Z1	NA	547
Tatjana	Petek	7680	avtor	07680/5138966	3-206	5138966	main	ACT	RSR	1	1	1	2000	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	53.26	1405691	1987	1	F	Z1	NA	547
Tatjana	Petek	7680	avtor	07680/12148825	3-202 & 4-016	12148825	main	ACT	RSR	1	1	1	2002	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	69.7	1405692	1987	1	F	Z1	NA	547
Tatjana	Petek	7680	avtor	07680/7982614	NA	7982614	main	ACT	RSR	1	1	1	2003	1.01	R.1	2	0	0.25	0.25	0.25	1A2 (Z1)	41.09	1405693	1987	1	F	Z1	NA	547
Tatjana	Petek	7680	avtor	07680/8551190	3-202	8551190	main	ACT	RSR	1	1	1	2004	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	92.0	1405695	1987	1	F	Z1	NA	547
Tatjana	Petek	7680	avtor	07680/13253721	3-202	13253721	main	ACT	RSR	1	1	1	2005	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	77.87	1405696	1987	1	F	Z1	NA	547
Janko	Marovt	23340	avtor	23340/7986460	3-201.06	7986460	main	ACT	RSR	1	1	1	2005	1.01	R.1	2	0	0.5	0.0	0.0	1A4 (Z1)	27.46	1405697	2000	1	M	Z1	NA	391
Tatjana	Petek	7680	avtor	07680/7986460	3-202	7986460	main	ACT	RSR	1	1	1	2005	1.01	R.1	2	0	0.5	0.0	0.0	1A4 (Z1)	27.46	1405698	1987	1	F	Z1	NA	547
Tatjana	Petek	7680	avtor	07680/15741273	3-202 & 4-016	15741273	main	ACT	RSR	1	1	1	2010	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	99.91	1405699	1987	1	F	Z1	NA	547
