V1.ime	V2.priimek	V3.AvtID	V4.OpisVloga	V5.kjluc	V6.organiz	V7.COBISS	V8	V9.STATUS1	V10.STATUS2	V11.POD	V12.DIS	V13.VED	V14.leto	V15.tip	V16.vloga	V17.stAvt	V18.samo	V19.vdisc	V20.medDisc	V21.izven	V22.tipTock	V23.tocke	vrstniRed	V25.starost	V26.Dr	V27.spol	V28	V29.excellent	V30.ResGroup
Dejan	Velušček	23962	avtor	23962/14975065	3-111.02 & 4-016	14975065	main	ACT	RSR	4	1	1	2008	1.01	R.1	2	0	0.5	0.0	0.0	1C (Z2)	15.0	2372021	1999	1	M	Z2	NA	2
Igor	Klep	22353	avtor	22353/14975321	4-016 & 3-111.02	14975321	main	ACT	RSR	4	1	1	2008	1.01	R.1	2	0	0.25	0.25	0.25	1A2 (Z1)	45.59	2372022	2001	1	M	Z1	NA	44
Igor	Klep	22353	avtor	22353/15190361	3-111.02 & 3-217.04 & 4-016	15190361	main	ACT	RSR	4	1	1	2009	1.01	R.1	4	0	0.0625	0.1875	0.1875	1A1 (Z1, A')	31.63	2372025	2001	1	M	Z1	1	44
Igor	Klep	22353	avtor	22353/15190105	3-111.02 & 3-217.04 & 4-016	15190105	main	ACT	RSR	4	1	1	2009	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A1 (Z1, A')	50.68	2372029	2001	1	M	Z1	1	44
Igor	Klep	22353	avtor	22353/15655513	3-217.04 & 4-016	15655513	main	ACT	RSR	4	1	1	2010	1.01	R.1	2	0	0.25	0.25	0.25	1A4 (Z1)	29.68	2372032	2001	1	M	Z1	NA	44
Igor	Klep	22353	avtor	22353/15816793	4-016 & 3-111.02 & 3-217.04	15816793	main	ACT	RSR	4	1	1	2010	1.01	R.1	2	0	0.25	0.25	0.25	1A1 (Z1, A')	61.56	2372033	2001	1	M	Z1	1	44
Igor	Klep	22353	avtor	22353/15580249	3-217.04 & 4-016	15580249	main	ACT	RSR	4	1	1	2010	1.01	R.1	2	0	0.25	0.25	0.25	1A2 (Z1)	41.28	2372035	2001	1	M	Z1	NA	44
Igor	Klep	22353	avtor	22353/15391065	3-111.02 & 3-217.04 & 4-016	15391065	main	ACT	RSR	4	1	1	2010	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A2 (Z1)	31.53	2372039	2001	1	M	Z1	NA	44
Kristijan	Cafuta	28255	avtor	28255/15667545	3-107	15667545	main	ACT	RSR	1	1	1	2010	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.0	1A2 (Z1)	28.21	2372040	2003	1	M	Z1	NA	673
Igor	Klep	22353	avtor	22353/15667545	3-217.04 & 4-016	15667545	main	ACT	RSR	4	1	1	2010	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.0	1A2 (Z1)	28.21	2372041	2001	1	M	Z1	NA	44
Igor	Klep	22353	avtor	22353/15438937	3-111.02 & 3-217.04	15438937	main	ACT	RSR	4	1	1	2010	1.01	R.1	2	0	0.25	0.25	0.0	1A2 (Z1)	43.33	2372044	2001	1	M	Z1	NA	44
Igor	Klep	22353	avtor	22353/14443353	4-016 & 3-111.02	14443353	main	ACT	RSR	4	1	1	2007	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	2372059	2001	1	M	S	NA	44
Igor	Klep	22353	avtor	22353/15348825	4-016	15348825	main	ACT	RSR	4	1	1	2009	1.08	R.1	2	0	0.25	0.25	0.25	4NK (S); zbornik nerecenziranih prispevkov	2.5	2372061	2001	1	M	S	NA	44
Kristijan	Cafuta	28255	avtor	28255/1024060481	NA	1024060481	main	ACT	RSR	1	1	1	2009	1.08	R.1	3	0	0.222222222222222	0.111111111111111	0.0	4C (Z2)	8.33	2372062	2003	1	M	Z2	NA	673
Igor	Klep	22353	avtor	22353/1024060481	NA	1024060481	main	ACT	RSR	4	1	1	2009	1.08	R.1	3	0	0.222222222222222	0.111111111111111	0.0	4C (Z2)	8.33	2372063	2001	1	M	Z2	NA	44
Kristijan	Cafuta	28255	avtor	28255/1024251713	NA	1024251713	main	ACT	RSR	1	1	1	2010	1.08	R.1	3	0	0.222222222222222	0.111111111111111	0.0	4C (Z2)	8.33	2372069	2003	1	M	Z2	NA	673
Igor	Klep	22353	avtor	22353/1024251713	NA	1024251713	main	ACT	RSR	4	1	1	2010	1.08	R.1	3	0	0.222222222222222	0.111111111111111	0.0	4C (Z2)	8.33	2372070	2001	1	M	Z2	NA	44
Kristijan	Cafuta	28255	avtor	28255/1024171841	NA	1024171841	main	ACT	RSR	1	1	1	2010	1.08	R.1	3	0	0.222222222222222	0.111111111111111	0.0	4D (Z2)	6.67	2372073	2003	1	M	Z2	NA	673
Igor	Klep	22353	avtor	22353/1024171841	NA	1024171841	main	ACT	RSR	4	1	1	2010	1.08	R.1	3	0	0.222222222222222	0.111111111111111	0.0	4D (Z2)	6.67	2372074	2001	1	M	Z2	NA	44
Jernej	Tonejc	22354	avtor	22354/14618713	3-111.02 & 4-016	14618713	main	ACT	RSR	4	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	75.68	2372204	2001	1	M	Z1	NA	1258
Jernej	Tonejc	22354	avtor	22354/15763289	3-111.02 & 4-016	15763289	main	ACT	RSR	4	1	1	2010	1.02	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	2372205	2001	1	M	Z2	NA	1258
Jernej	Tonejc	22354	avtor	22354/16029529	4-016	16029529	main	ACT	RSR	4	1	1	2010	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	3.13	2372206	2001	1	M	Z2	NA	1258
Jernej	Tonejc	22354	avtor	22354/16029785	4-016	16029785	main	ACT	RSR	4	1	1	2010	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	2.5	2372209	2001	1	M	Z2	NA	1258
Matjaž	Konvalinka	22401	avtor	22401/13613913	4-016	13613913	main	ACT	RSR	5	1	1	2005	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	82.48	2372799	2001	1	M	Z1	NA	2
Matjaž	Konvalinka	22401	avtor	22401/15545689	NA	15545689	main	ACT	RSR	5	1	1	2007	1.01	R.1	2	0	0.25	0.25	0.25	1A1 (Z1, A')	71.42	2372800	2001	1	M	Z1	1	2
Matjaž	Konvalinka	22401	avtor	22401/15545433	NA	15545433	main	ACT	RSR	5	1	1	2007	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	74.65	2372802	2001	1	M	Z1	NA	2
Matjaž	Konvalinka	22401	avtor	22401/14354265	NA	14354265	main	ACT	RSR	5	1	1	2007	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	101.1	2372803	2001	1	M	Z1	1	2
Matjaž	Konvalinka	22401	avtor	22401/15545177	NA	15545177	main	ACT	RSR	5	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	81.88	2372804	2001	1	M	Z1	NA	2
Matjaž	Konvalinka	22401	avtor	22401/15545945	NA	15545945	main	ACT	RSR	5	1	1	2009	1.01	R.1	2	0	0.25	0.25	0.25	1A2 (Z1)	42.55	2372805	2001	1	M	Z1	NA	2
Matjaž	Konvalinka	22401	avtor	22401/15735641	NA	15735641	main	ACT	RSR	5	1	1	2010	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	58.48	2372807	2001	1	M	Z1	NA	2
Matjaž	Konvalinka	22401	avtor	22401/13192537	4-016 & 3-111.02	13192537	main	ACT	RSR	5	1	1	2004	1.02	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	2372822	2001	1	M	Z2	NA	2
Matjaž	Konvalinka	22401	avtor	22401/15544409	NA	15544409	main	ACT	RSR	5	1	1	2008	1.08	R.1	2	0	0.25	0.25	0.25	4C (Z2)	12.5	2372823	2001	1	M	Z2	NA	2
Matjaž	Konvalinka	22401	avtor	22401/15544921	NA	15544921	main	ACT	RSR	5	1	1	2009	1.08	R.1	2	0	0.25	0.25	0.25	4C (Z2)	12.5	2372825	2001	1	M	Z2	NA	2
Matjaž	Konvalinka	22401	avtor	22401/15736665	NA	15736665	main	ACT	RSR	5	1	1	2010	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	4C (Z2)	8.33	2372828	2001	1	M	Z2	NA	2
Drago	Bokal	22402	avtor	22402/8497241	NA	8497241	main	ACT	RSR	5	1	1	1998	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	79.23	2372847	1977	1	M	Z1	NA	1056
Drago	Bokal	22402	avtor	22402/13865305	3-111.02 & 4-016	13865305	main	ACT	RSR	5	1	1	2005	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A3 (Z1)	21.25	2372848	1977	1	M	Z1	NA	1056
Drago	Bokal	22402	avtor	22402/14288217	4-016	14288217	main	ACT	RSR	5	1	1	2007	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	127.3	2372851	1977	1	M	Z1	1	1056
Drago	Bokal	22402	avtor	22402/14426713	4-016 & 3-217.04	14426713	main	ACT	RSR	5	1	1	2007	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	77.32	2372852	1977	1	M	Z1	NA	1056
Drago	Bokal	22402	avtor	22402/14945625	3-217.04 & 4-016	14945625	main	ACT	RSR	5	1	1	2008	1.01	R.1	6	0	0.0277777777777778	0.138888888888889	0.138888888888889	1A1 (Z1, A')	17.02	2372856	1977	1	M	Z1	1	1056
Drago	Bokal	22402	avtor	22402/15636057	3-217.04 & 4-016	15636057	main	ACT	RSR	5	1	1	2010	1.01	R.1	4	0	0.0625	0.1875	0.1875	1A1 (Z1, A')	25.0	2372859	1977	1	M	Z1	1	1056
Drago	Bokal	22402	avtor	22402/15638361	3-217.04 & 4-016	15638361	main	ACT	RSR	5	1	1	2010	1.01	R.1	2	0	0.25	0.25	0.25	1A2 (Z1)	41.75	2372864	1977	1	M	Z1	NA	1056
Drago	Bokal	22402	avtor	22402/15438169	3-217.04 & 4-016	15438169	main	ACT	RSR	5	1	1	2010	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	77.29	2372865	1977	1	M	Z1	NA	1056
Drago	Bokal	22402	avtor	22402/15088473	4-016	15088473	main	ACT	RSR	5	1	1	2007	1.08	R.1	4	0	0.0625	0.1875	0.1875	4NK (S); zbornik nerecenziranih prispevkov	1.25	2372866	1977	1	M	S	NA	1056
Tomaž	Kramberger	29196	avtor	29196/10728470	3-219	10728470	main	ACT	RSR	NA	1	1	2006	1.08	R.1	4	0	0.0625	0.1875	0.0	4C (Z2)	6.25	2374971	1995	1	M	Z2	NA	988
Tomaž	Kramberger	29196	avtor	29196/512100656	3-405 & 3-219 & 3-405.01	512100656	main	ACT	RSR	NA	1	1	2006	1.08	R.1	4	0	0.0625	0.1875	0.0	4NK (S); zbornik nerecenziranih prispevkov	1.25	2374980	1995	1	M	S	NA	988
Tomaž	Kramberger	29196	avtor	29196/10653974	NA	10653974	main	ACT	RSR	NA	1	1	2006	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4NK (S); zbornik nerecenziranih prispevkov	1.67	2374999	1995	1	M	S	NA	988
Melita	Hajdinjak	22479	avtor	22479/12438361	3-107	12438361	main	ACT	RSR	3	1	1	2003	1.02	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	2375935	2001	1	F	Z2	NA	673
Melita	Hajdinjak	22479	avtor	22479/6055508	3-107	6055508	main	ACT	RSR	3	1	1	2007	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	2375937	2001	1	F	Z2	NA	673
Melita	Hajdinjak	22479	avtor	22479/6686036	3-107	6686036	main	ACT	RSR	3	1	1	2008	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	2375941	2001	1	F	Z2	NA	673
Melita	Hajdinjak	22479	avtor	22479/6689876	3-107	6689876	main	ACT	RSR	3	1	1	2008	1.08	R.1	1	1	0.0	0.0	0.0	4D (Z2)	20.0	2375952	2001	1	F	Z2	NA	673
Tadeja	Kraner Šumenjak	22648	avtor	22648/2504492	3-209 & 4-016	2504492	main	ACT	RSR	5	1	1	2007	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	2380526	2000	1	F	S	NA	2
Polona	Oblak	22723	avtor	22723/14633561	3-111.02 & 4-016	14633561	main	ACT	RSR	4	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	73.25	2383645	2001	1	F	Z1	NA	687
Polona	Oblak	22723	avtor	22723/14613081	3-111.02 & 4-016	14613081	main	ACT	RSR	4	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	86.27	2383646	2001	1	F	Z1	NA	687
Ajda	Fošner	23005	avtor	23005/13744392	3-207.10	13744392	main	ACT	RSR	NA	1	1	2005	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	84.26	2389313	2001	1	F	Z1	NA	1096
Ajda	Fošner	23005	avtor	23005/13704025	3-207.10	13704025	main	ACT	RSR	NA	1	1	2005	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	84.26	2389314	2001	1	F	Z1	NA	1096
Ajda	Fošner	23005	avtor	23005/14090248	3-207.10	14090248	main	ACT	RSR	NA	1	1	2005	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	77.87	2389315	2001	1	F	Z1	NA	1096
Ajda	Fošner	23005	avtor	23005/14135385	3-207.10	14135385	main	ACT	RSR	NA	1	1	2006	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	51.94	2389316	2001	1	F	Z1	NA	1096
Ajda	Fošner	23005	avtor	23005/14420057	3-217.04 & 4-016	14420057	main	ACT	RSR	NA	1	1	2007	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	55.96	2389317	2001	1	F	Z1	NA	1096
Ajda	Fošner	23005	avtor	23005/15152217	4-016	15152217	main	ACT	RSR	NA	1	1	2009	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	67.18	2389318	2001	1	F	Z1	NA	1096
Ajda	Fošner	23005	avtor	23005/15394649	4-016	15394649	main	ACT	RSR	NA	1	1	2010	1.01	R.1	2	0	0.25	0.25	0.25	1NK (S)	2.5	2389320	2001	1	F	S	NA	1096
Ajda	Fošner	23005	avtor	23005/2949079	3-402	2949079	main	ACT	RSR	NA	1	1	2008	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	2389350	2001	1	F	Z2	NA	1096
Ajda	Fošner	23005	avtor	23005/512754306	NA	512754306	main	ACT	RSR	NA	1	1	2009	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	2389351	2001	1	F	Z2	NA	1096
Ajda	Fošner	23005	avtor	23005/3388119	3-402	3388119	main	ACT	RSR	NA	1	1	2009	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	2389353	2001	1	F	Z2	NA	1096
Ajda	Fošner	23005	avtor	23005/3111383	3-403	3111383	main	ACT	RSR	NA	1	1	2008	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	2389355	2001	1	F	Z2	NA	1096
Ajda	Fošner	23005	avtor	23005/17128712	3-217.04	17128712	main	ACT	RSR	NA	1	1	2009	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	2389357	2001	1	F	S	NA	1096
Ajda	Fošner	23005	avtor	23005/247940352	3-402	247940352	main	ACT	RSR	NA	1	1	2009	2.01	R.1	1	1	0.0	0.0	0.0	2B (Z2)	80.0	2389371	2001	1	F	Z2	NA	1096
Iztok	Banič	23201	avtor	23201/11306262	3-206	11306262	main	ACT	RSR	NA	1	1	2007	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	56.23	2396522	1992	1	M	Z1	NA	1053
Iztok	Banič	23201	avtor	23201/11589142	3-206 & 4-016	11589142	main	ACT	RSR	NA	1	1	2007	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	74.39	2396523	1992	1	M	Z1	NA	1053
Iztok	Banič	23201	avtor	23201/12049686	3-206 & 4-016	12049686	main	ACT	RSR	NA	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	55.76	2396524	1992	1	M	Z1	NA	1053
Janko	Marovt	23340	avtor	23340/8404508	3-201.06	8404508	main	ACT	RSR	1	1	1	2005	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	91.29	2400886	2000	1	M	Z1	NA	391
Janko	Marovt	23340	avtor	23340/8635420	3-201.06	8635420	main	ACT	RSR	1	1	1	2006	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	82.16	2400887	2000	1	M	Z1	NA	391
Janko	Marovt	23340	avtor	23340/8634908	3-201.06	8634908	main	ACT	RSR	1	1	1	2006	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	82.32	2400888	2000	1	M	Z1	NA	391
Janko	Marovt	23340	avtor	23340/10141212	3-201.06	10141212	main	ACT	RSR	1	1	1	2010	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	91.79	2400889	2000	1	M	Z1	NA	391
Janko	Marovt	23340	avtor	23340/10294812	3-201.06	10294812	main	ACT	RSR	1	1	1	2010	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	73.65	2400890	2000	1	M	Z1	NA	391
Primož	Šparl	23341	avtor	23341/14767961	3-111.02 & 4-016	14767961	main	ACT	RSR	4	1	1	2009	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	71.8	2400918	2002	1	M	Z1	NA	404
Primož	Šparl	23341	avtor	23341/2017253	3-111.02 & 4-016	2017253	main	ACT	RSR	4	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	120.34	2400919	2002	1	M	Z1	1	404
Klavdija	Kutnar	24997	avtor	24997/1024053332	3-300 & 4-016	1024053332	main	ACT	RSR	4	1	1	2009	1.01	R.1	2	0	0.5	0.0	0.0	1A3 (Z1)	35.57	2400920	1993	1	F	Z1	NA	1176
Primož	Šparl	23341	avtor	23341/1024053332	3-111.02 & 4-016	1024053332	main	ACT	RSR	4	1	1	2009	1.01	R.1	2	0	0.5	0.0	0.0	1A3 (Z1)	35.57	2400921	2002	1	M	Z1	NA	404
István	Kovács	25997	avtor	25997/1024126804	3-300	1024126804	main	ACT	RSR	4	1	1	2009	1.01	R.1	5	0	0.12	0.08	0.08	1C (Z2)	6.0	2400923	1994	1	M	Z2	NA	1176
Klavdija	Kutnar	24997	avtor	24997/1024126804	3-300	1024126804	main	ACT	RSR	4	1	1	2009	1.01	R.1	5	0	0.12	0.08	0.08	1C (Z2)	6.0	2400924	1993	1	F	Z2	NA	1176
Primož	Šparl	23341	avtor	23341/1024126804	NA	1024126804	main	ACT	RSR	4	1	1	2009	1.01	R.1	5	0	0.12	0.08	0.08	1C (Z2)	6.0	2400926	2002	1	M	Z2	NA	404
Primož	Šparl	23341	avtor	23341/15369561	3-117 & 4-016	15369561	main	ACT	RSR	4	1	1	2010	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	74.35	2400927	2002	1	M	Z1	NA	404
Klavdija	Kutnar	24997	avtor	24997/1024085332	3-300	1024085332	main	ACT	RSR	4	1	1	2010	1.01	R.1	2	0	0.5	0.0	0.0	1A2 (Z1)	45.6	2400928	1993	1	F	Z1	NA	1176
Primož	Šparl	23341	avtor	23341/1024085332	3-111.02 & 4-016	1024085332	main	ACT	RSR	4	1	1	2010	1.01	R.1	2	0	0.5	0.0	0.0	1A2 (Z1)	45.6	2400929	2002	1	M	Z1	NA	404
Gorazd	Brumen	23465	avtor	23465/516510489	NA	516510489	main	ACT	RSR	1	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	97.49	2405869	2001	1	M	Z1	NA	NA
Dejan	Kolarič	23466	avtor	23466/14574681	3-111.02 & 4-016	14574681	main	ACT	RSR	1	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	81.72	2405870	2002	1	M	Z1	NA	2
Dejan	Kolarič	23466	avtor	23466/15194457	4-016	15194457	main	ACT	RSR	1	1	1	2009	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	80.0	2405871	2002	1	M	Z1	NA	2
Dejan	Kolarič	23466	avtor	23466/15194713	4-016	15194713	main	ACT	RSR	1	1	1	2009	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	80.93	2405872	2002	1	M	Z1	NA	2
Marjetka	Krajnc	23467	avtor	23467/15508569	4-016 & 3-111.02	15508569	main	ACT	RSR	3	1	1	2009	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	140.62	2405874	2002	1	F	Z1	1	2
Boštjan	Kuzman	23501	avtor	23501/15679065	3-117	15679065	main	ACT	RSR	5	1	1	2010	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	91.79	2407202	2001	1	M	Z1	NA	404
Boštjan	Kuzman	23501	avtor	23501/7034185	3-117	7034185	main	ACT	RSR	5	1	1	2007	1.08	R.1	1	1	0.0	0.0	0.0	4D (Z2)	20.0	2407205	2001	1	M	Z2	NA	404
Boštjan	Kuzman	23501	avtor	23501/9026889	3-117	9026889	main	ACT	RSR	5	1	1	2008	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	2407208	2001	1	M	Z2	NA	404
Boštjan	Kuzman	23501	avtor	23501/9027145	3-117	9027145	main	ACT	RSR	5	1	1	2008	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	2407212	2001	1	M	Z2	NA	404
Simon	Špacapan	24904	avtor	24904/14893401	3-206 & 4-016	14893401	main	ACT	RSR	5	1	1	2008	1.01	R.1	2	0	0.5	0.0	0.0	1C (Z2)	15.0	2416452	1992	1	M	Z2	NA	1053
Aleksandra	Tepeh	23904	avtor	23904/14893401	3-202 & 4-016	14893401	main	ACT	RSR	5	1	1	2008	1.01	R.1	2	0	0.5	0.0	0.0	1C (Z2)	15.0	2416453	2000	1	F	Z2	NA	547
Aleksandra	Tepeh	23904	avtor	23904/11370774	3-202	11370774	main	ACT	RSR	5	1	1	2007	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	2416454	2000	1	F	S	NA	547
Dejan	Velušček	23962	avtor	23962/15542105	3-111.02 & 4-016	15542105	main	ACT	RSR	4	1	1	2010	1.01	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	2416929	1999	1	M	Z2	NA	2
Martin	Vuk	23987	avtor	23987/15015769	3-128	15015769	main	ACT	RSR	2	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	90.08	2417539	1998	1	M	Z1	NA	687
Martin	Vuk	23987	avtor	23987/9331801	NA	9331801	main	ACT	RSR	2	1	1	1999	1.02	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	2417540	1998	1	M	Z2	NA	687
Martin	Vuk	23987	avtor	23987/10786905	3-128	10786905	main	ACT	RSR	2	1	1	2001	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	2417541	1998	1	M	S	NA	687
Andrej	Vodopivec	24049	avtor	24049/516680217	NA	516680217	main	ACT	RSR	5	1	1	2007	1.01	R.1	4	0	0.0625	0.1875	0.1875	1A3 (Z1)	15.08	2418794	2002	1	M	Z1	NA	2
Andrej	Vodopivec	24049	avtor	24049/14651481	3-111.02 & 4-016	14651481	main	ACT	RSR	5	1	1	2008	1.03	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	57.44	2418795	2002	1	M	Z1	NA	2
Tomaž	Kramberger	29196	avtor	29196/11747606	3-219	11747606	main	ACT	RSR	NA	1	1	2007	1.08	R.1	2	0	0.25	0.25	0.0	4C (Z2)	12.5	2418988	1995	1	M	Z2	NA	988
Tomaž	Kramberger	29196	avtor	29196/512176189	3-219	512176189	main	ACT	RSR	NA	1	1	2009	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4C (Z2)	8.33	2418993	1995	1	M	Z2	NA	988
Nika	Novak	24184	avtor	24184/14620249	3-111.02 & 4-016	14620249	main	ACT	RSR	1	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	119.28	2419924	1996	1	F	Z1	1	2
Nika	Novak	24184	avtor	24184/15259225	3-111.02 & 4-016	15259225	main	ACT	RSR	1	1	1	2009	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	91.95	2419925	1996	1	F	Z1	NA	2
Aljoša	Peperko	24328	avtor	24328/14612825	3-111.02 & 4-016	14612825	main	ACT	RSR	NA	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	86.27	2421985	2003	1	M	Z1	NA	2
Aljoša	Peperko	24328	avtor	24328/14658393	3-111.02 & 4-016	14658393	main	ACT	RSR	NA	1	1	2009	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	59.31	2421986	2003	1	M	Z1	NA	2
Tomaž	Kosem	24329	avtor	24329/14082137	4-016	14082137	main	ACT	RSR	1	1	1	2006	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	70.31	2422006	2003	1	M	Z1	NA	714
Tomaž	Kosem	24329	avtor	24329/15135321	NA	15135321	main	ACT	RSR	1	1	1	2009	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	65.42	2422007	2003	1	M	Z1	NA	714
Tomaž	Kosem	24329	avtor	24329/13511769	4-016	13511769	main	ACT	RSR	1	1	1	2005	1.02	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	2422008	2003	1	M	Z2	NA	714
Tadej	Starčič	24330	avtor	24330/15092825	4-016	15092825	main	ACT	RSR	1	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	99.06	2422012	2003	1	M	Z1	NA	2
Peter	Kink	24815	avtor	24815/15016025	3-128	15016025	main	ACT	RSR	6	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	52.21	2434701	2002	1	M	Z1	NA	687
Simon	Špacapan	24904	avtor	24904/14128985	3-206	14128985	main	ACT	RSR	5	1	1	2007	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	92.79	2435690	1992	1	M	Z1	NA	1053
Simon	Špacapan	24904	avtor	24904/14653785	3-206 & 4-016	14653785	main	ACT	RSR	5	1	1	2007	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	78.65	2435691	1992	1	M	Z1	NA	1053
Simon	Špacapan	24904	avtor	24904/14757977	3-206 & 4-016	14757977	main	ACT	RSR	5	1	1	2008	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	90.89	2435692	1992	1	M	Z1	NA	1053
Simon	Špacapan	24904	avtor	24904/15628377	3-206 & 4-016	15628377	main	ACT	RSR	5	1	1	2010	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	51.75	2435693	1992	1	M	Z1	NA	1053
Simon	Špacapan	24904	avtor	24904/9850134	3-206	9850134	main	ACT	RSR	5	1	1	2005	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	2435703	1992	1	M	Z2	NA	1053
Klavdija	Kutnar	24997	avtor	24997/2765527	NA	2765527	main	ACT	RSR	4	1	1	2009	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A2 (Z1)	31.68	2436819	1993	1	F	Z1	NA	1176
